created_at,entry_id,field1,field2,field3,field4,field5,field6,latitude,longitude,elevation,status
2023-05-07T17:47:08+05:30,271,564,573,0,287,584,298,,,384.3333333,0
2023-05-07T17:47:36+05:30,272,429,0,0,238,375,139,,,196.8333333,0
2023-05-07T17:47:55+05:30,273,616,522,0,313,577,270,,,383,0
2023-05-07T17:48:35+05:30,274,609,520,0,309,590,285,,,385.5,0
2023-05-07T17:49:28+05:30,275,616,564,0,308,579,260,,,387.8333333,0
2023-05-07T17:50:24+05:30,276,597,601,0,300,605,302,,,400.8333333,0
2023-05-07T17:50:40+05:30,277,614,559,0,303,541,207,,,370.6666667,0
2023-05-07T17:50:58+05:30,278,625,605,4,313,612,296,,,409.1666667,0
2023-05-07T17:51:28+05:30,279,606,617,0,303,607,301,,,405.6666667,0
2023-05-07T17:52:21+05:30,280,625,598,0,313,609,292,,,406.1666667,0
2023-05-07T17:52:54+05:30,281,581,290,0,297,469,200,,,306.1666667,0
2023-05-07T17:53:23+05:30,282,623,604,0,312,617,303,,,409.8333333,0
2023-05-07T17:53:59+05:30,283,496,348,0,279,510,271,,,317.3333333,0
2023-05-07T17:54:34+05:30,284,483,398,5,257,486,240,,,311.5,0
2023-05-07T17:55:09+05:30,285,627,550,0,314,587,272,,,391.6666667,0
2023-05-07T17:55:39+05:30,286,621,545,0,311,586,274,,,389.5,0
2023-05-07T17:55:55+05:30,287,619,518,4,313,591,287,,,388.6666667,0
2023-05-07T17:56:13+05:30,288,508,4,4,261,263,4,,,174,0
2023-05-07T17:56:46+05:30,289,562,300,4,277,271,0,,,235.6666667,0
2023-05-07T17:57:02+05:30,290,522,333,0,262,439,189,,,290.8333333,0
2023-05-07T17:57:32+05:30,291,607,542,5,304,571,260,,,381.5,0
2023-05-07T17:57:49+05:30,292,478,218,0,244,406,189,,,255.8333333,0
2023-05-07T17:58:09+05:30,293,585,486,0,299,587,290,,,374.5,0
2023-05-07T17:58:37+05:30,294,0,0,0,0,0,0,,,0,0
2023-05-07T17:59:42+05:30,295,622,604,0,311,612,300,,,408.1666667,0
2023-05-07T17:59:58+05:30,296,616,556,0,309,588,278,,,391.1666667,0
2023-05-07T18:00:54+05:30,297,622,576,5,310,540,224,,,379.5,0
2023-05-07T18:01:22+05:30,298,378,0,0,234,323,127,,,177,0
2023-05-07T18:01:39+05:30,299,0,0,0,0,0,0,,,0,0
2023-05-07T18:01:59+05:30,300,292,3,4,144,142,0,,,97.5,0
2023-05-07T18:02:30+05:30,301,0,0,0,4,5,4,,,2.166666667,0
2023-05-07T18:02:46+05:30,302,0,0,0,0,0,0,,,0,0
2023-05-07T18:03:02+05:30,303,0,0,647,323,0,324,,,215.6666667,0
2023-05-07T18:05:48+05:30,304,3,5,625,315,5,315,,,211.3333333,0
2023-05-07T18:06:04+05:30,305,0,0,573,282,0,206,,,176.8333333,0
2023-05-07T18:06:44+05:30,306,0,0,635,315,0,285,,,205.8333333,0
2023-05-07T18:07:04+05:30,307,0,0,472,223,0,199,,,149,0
2023-05-07T18:07:39+05:30,308,0,0,643,321,0,321,,,214.1666667,0
2023-05-07T18:07:55+05:30,309,5,5,634,320,4,318,,,214.3333333,0
2023-05-07T18:08:10+05:30,310,4,5,582,283,0,169,,,173.8333333,0
2023-05-07T18:08:26+05:30,311,4,5,530,281,4,299,,,187.1666667,0
2023-05-07T18:08:46+05:30,312,0,0,562,293,0,310,,,194.1666667,0
2023-05-07T18:09:02+05:30,313,0,0,582,298,0,315,,,199.1666667,0
2023-05-07T18:10:27+05:30,314,0,0,642,321,0,320,,,213.8333333,0
2023-05-07T18:10:43+05:30,315,4,5,579,291,0,290,,,194.8333333,0
2023-05-07T18:11:39+05:30,316,0,0,645,324,0,323,,,215.3333333,0
2023-05-07T18:12:07+05:30,317,0,0,304,152,0,153,,,101.5,0
2023-05-07T18:12:36+05:30,318,0,0,375,189,0,230,,,132.3333333,0
2023-05-07T18:12:55+05:30,319,0,0,504,275,0,301,,,180,0
2023-05-07T18:13:34+05:30,320,5,5,4,4,0,0,,,3,0
2023-05-07T18:13:52+05:30,321,0,378,0,0,212,219,,,134.8333333,0
2023-05-07T18:14:10+05:30,322,4,192,5,5,144,137,,,81.16666667,0
2023-05-07T18:14:46+05:30,323,0,546,0,0,288,293,,,187.8333333,0
2023-05-07T18:15:05+05:30,324,5,630,5,5,318,319,,,213.6666667,0
2023-05-07T18:15:21+05:30,325,4,478,4,4,254,283,,,171.1666667,0
2023-05-07T18:15:37+05:30,326,0,617,0,0,311,311,,,206.5,0
2023-05-07T18:15:53+05:30,327,5,616,5,5,309,308,,,208,0
2023-05-07T18:16:13+05:30,328,0,560,0,0,278,277,,,185.8333333,0
2023-05-07T18:16:28+05:30,329,4,261,4,5,139,152,,,94.16666667,0
2023-05-07T18:16:56+05:30,330,5,558,5,5,293,298,,,194,0
2023-05-07T18:17:12+05:30,331,0,490,0,0,245,244,,,163.1666667,0
2023-05-07T18:17:43+05:30,332,0,529,0,0,264,264,,,176.1666667,0
2023-05-07T18:18:16+05:30,333,5,370,5,4,191,196,,,128.5,0
2023-05-07T18:18:32+05:30,334,0,607,0,0,291,276,,,195.6666667,0
2023-05-07T18:19:02+05:30,335,5,575,5,5,290,290,,,195,0
2023-05-07T18:19:28+05:30,336,0,602,0,5,301,301,,,201.5,0
2023-05-07T18:19:51+05:30,337,0,587,0,4,297,299,,,197.8333333,0
2023-05-07T18:20:07+05:30,338,0,0,0,0,0,0,,,0,0
2023-05-07T18:20:48+05:30,339,4,570,5,5,259,227,,,178.3333333,0
2023-05-07T18:21:57+05:30,340,0,618,0,0,309,309,,,206,0
2023-05-07T18:22:25+05:30,341,5,581,4,4,283,271,,,191.3333333,0
2023-05-07T18:23:01+05:30,342,0,614,0,4,312,315,,,207.5,0
2023-05-07T18:23:37+05:30,343,0,613,0,0,307,307,,,204.5,0
2023-05-07T18:24:04+05:30,344,0,629,0,0,315,315,,,209.8333333,0
2023-05-07T18:24:44+05:30,345,0,543,0,0,209,158,,,151.6666667,0
2023-05-07T18:25:32+05:30,346,0,613,0,0,310,314,,,206.1666667,0
2023-05-07T18:26:04+05:30,347,5,4,4,5,0,0,,,3,0
2023-05-07T18:26:32+05:30,348,0,0,0,4,0,0,,,0.666666667,0
2023-05-07T18:27:43+05:30,349,0,623,0,0,307,303,,,205.5,0
2023-05-07T18:28:11+05:30,350,5,394,4,5,278,291,,,162.8333333,0
2023-05-07T18:28:30+05:30,351,486,0,0,254,264,0,,,167.3333333,0
2023-05-07T18:28:58+05:30,352,489,466,0,245,486,240,,,321,0
2023-05-07T18:29:27+05:30,353,433,302,0,218,388,179,,,253.3333333,0
2023-05-07T18:29:42+05:30,354,562,474,0,281,519,240,,,346,0
2023-05-07T18:30:21+05:30,355,554,434,5,283,526,258,,,343.3333333,0
2023-05-07T18:31:33+05:30,356,525,0,0,259,253,0,,,172.8333333,0
2023-05-07T18:31:49+05:30,357,538,330,5,271,436,168,,,291.3333333,0
2023-05-07T18:32:09+05:30,358,595,613,0,297,600,300,,,400.8333333,0
2023-05-07T18:32:29+05:30,359,4,613,5,5,312,313,,,208.6666667,0
2023-05-07T18:32:55+05:30,360,576,546,4,291,586,294,,,382.8333333,0
2023-05-07T18:33:10+05:30,361,580,531,4,293,558,270,,,372.6666667,0
2023-05-07T18:33:29+05:30,362,579,563,5,291,564,276,,,379.6666667,0
2023-05-07T18:33:45+05:30,363,612,574,0,307,609,304,,,401,0
2023-05-07T18:34:01+05:30,364,492,0,0,238,205,4,,,156.5,0
2023-05-07T18:34:20+05:30,365,586,474,0,290,474,178,,,333.6666667,0
2023-05-07T18:34:35+05:30,366,581,503,5,292,567,281,,,371.5,0
2023-05-07T18:35:10+05:30,367,568,441,4,280,479,205,,,329.5,0
2023-05-07T18:35:49+05:30,368,529,267,0,265,401,141,,,267.1666667,0
2023-05-07T18:36:06+05:30,369,589,541,0,298,583,284,,,382.5,0
2023-05-07T18:36:41+05:30,370,587,526,5,293,524,202,,,356.1666667,0
2023-05-07T18:37:04+05:30,371,622,604,5,313,613,304,,,410.1666667,0
2023-05-07T18:37:23+05:30,372,618,602,4,312,611,304,,,408.5,0
2023-05-07T18:37:46+05:30,373,596,597,0,300,607,305,,,400.8333333,0
2023-05-07T18:38:25+05:30,374,514,389,0,257,452,194,,,301,0
2023-05-07T18:38:41+05:30,375,600,588,0,302,590,289,,,394.8333333,0
2023-05-07T18:39:17+05:30,376,0,0,0,0,0,0,,,0,0
2023-05-07T18:39:45+05:30,377,609,604,0,306,608,301,,,404.6666667,0
2023-05-07T18:40:03+05:30,378,618,576,4,311,597,291,,,399.5,0
2023-05-07T18:40:20+05:30,379,612,572,5,309,597,292,,,397.8333333,0
2023-05-07T18:40:36+05:30,380,612,567,0,306,592,286,,,393.8333333,0
2023-05-07T18:40:51+05:30,381,503,5,5,252,251,4,,,170,0
2023-05-07T18:41:18+05:30,382,579,388,5,289,376,29,,,277.6666667,0
2023-05-07T18:41:58+05:30,383,370,352,0,196,416,221,,,259.1666667,0
2023-05-07T18:43:05+05:30,384,619,607,5,313,619,307,,,411.6666667,0
2023-05-07T18:43:23+05:30,385,614,111,5,307,294,4,,,222.5,0
2023-05-07T18:43:41+05:30,386,325,4,5,192,361,178,,,177.5,0
2023-05-07T18:44:05+05:30,387,348,0,0,178,178,0,,,117.3333333,0
2023-05-07T18:44:21+05:30,388,623,610,0,311,619,307,,,411.6666667,0
2023-05-07T18:45:10+05:30,389,610,410,0,306,530,240,,,349.3333333,0
2023-05-07T18:45:57+05:30,390,630,612,6,317,611,285,,,410.1666667,0
2023-05-07T18:46:37+05:30,391,0,0,0,4,4,4,,,2,0
2023-05-07T18:47:33+05:30,392,604,608,0,303,611,308,,,405.6666667,0
2023-05-07T18:48:02+05:30,393,610,582,0,305,594,289,,,396.6666667,0
2023-05-07T18:49:11+05:30,394,630,613,5,317,623,307,,,415.8333333,0
2023-05-07T18:49:28+05:30,395,622,601,4,313,612,303,,,409.1666667,0
2023-05-07T18:49:51+05:30,396,0,0,0,1,0,0,,,0.166666667,0
2023-05-07T18:50:26+05:30,397,601,542,0,301,576,274,,,382.3333333,0
2023-05-07T18:51:20+05:30,398,504,468,0,251,468,206,,,316.1666667,0
2023-05-07T18:52:01+05:30,399,584,487,0,297,579,290,,,372.8333333,0
2023-05-07T18:52:18+05:30,400,620,583,0,311,610,301,,,404.1666667,0
2023-05-07T18:53:25+05:30,401,621,608,5,311,615,304,,,410.6666667,0
2023-05-07T18:53:40+05:30,402,532,304,4,271,446,179,,,289.3333333,0
2023-05-07T18:54:22+05:30,403,5,5,5,0,0,0,,,2.5,0
2023-05-07T18:54:42+05:30,404,596,522,561,587,580,574,,,570,1
2023-05-07T18:54:59+05:30,405,609,508,555,582,546,518,,,553,1
2023-05-07T18:55:19+05:30,406,536,176,1,266,337,86,,,233.6666667,0
2023-05-07T18:55:34+05:30,407,626,588,603,616,609,595,,,606.1666667,1
2023-05-07T18:55:50+05:30,408,600,588,567,590,607,590,,,590.3333333,1
2023-05-07T18:56:05+05:30,409,232,4,336,294,143,162,,,195.1666667,0
2023-05-07T18:56:42+05:30,410,441,279,422,396,324,327,,,364.8333333,0
2023-05-07T18:57:14+05:30,411,450,0,379,415,227,378,,,308.1666667,0
2023-05-07T18:57:34+05:30,412,494,0,0,255,278,0,,,171.1666667,0
2023-05-07T18:58:14+05:30,413,523,260,5,267,437,201,,,282.1666667,0
2023-05-07T18:58:58+05:30,414,591,570,0,299,600,299,,,393.1666667,0
2023-05-07T18:59:26+05:30,415,633,592,0,317,619,302,,,410.5,0
2023-05-07T18:59:50+05:30,416,469,111,5,237,234,0,,,176,0
2023-05-07T19:00:13+05:30,417,629,616,0,315,627,311,,,416.3333333,0
2023-05-07T19:00:29+05:30,418,629,612,0,314,622,307,,,414,0
2023-05-07T19:01:01+05:30,419,377,137,0,115,17,0,,,107.6666667,0
2023-05-07T19:01:17+05:30,420,618,629,0,309,625,317,,,416.3333333,0
2023-05-07T19:01:47+05:30,421,522,212,0,264,442,197,,,272.8333333,0
2023-05-07T19:02:47+05:30,422,618,623,0,309,620,315,,,414.1666667,0
2023-05-07T19:03:06+05:30,423,0,0,0,5,0,0,,,0.833333333,0
2023-05-07T19:03:27+05:30,424,0,0,0,0,0,0,,,0,0
2023-05-07T19:03:55+05:30,425,613,619,0,310,622,316,,,413.3333333,0
2023-05-07T19:04:16+05:30,426,606,624,0,307,626,319,,,413.6666667,0
2023-05-07T19:04:31+05:30,427,444,0,0,240,413,209,,,217.6666667,0
2023-05-07T19:04:58+05:30,428,636,625,5,318,628,306,,,419.6666667,0
2023-05-07T19:05:39+05:30,429,0,0,0,0,0,0,,,0,0
2023-05-07T19:05:58+05:30,430,416,78,0,216,403,180,,,215.5,0
2023-05-07T19:06:37+05:30,431,614,586,0,310,615,306,,,405.1666667,0
2023-05-07T19:07:41+05:30,432,0,0,0,0,0,0,,,0,0
2023-05-07T19:08:25+05:30,433,5,5,5,0,0,0,,,2.5,0
2023-05-07T19:11:13+05:30,434,618,605,0,309,608,300,,,406.6666667,0
2023-05-07T19:11:29+05:30,435,623,628,0,311,625,314,,,416.8333333,0
2023-05-07T19:12:21+05:30,436,632,619,0,316,626,310,,,417.1666667,0
2023-05-07T19:12:38+05:30,437,0,0,0,0,0,0,,,0,0
2023-05-07T19:13:21+05:30,438,53,6,5,84,291,193,,,105.3333333,0
2023-05-07T19:13:41+05:30,439,615,591,0,304,571,262,,,390.5,0
2023-05-07T19:14:29+05:30,440,377,0,0,203,254,80,,,152.3333333,0
2023-05-07T19:15:07+05:30,441,622,456,0,312,562,254,,,367.6666667,0
2023-05-07T19:15:59+05:30,442,606,582,0,298,468,164,,,353,0
2023-05-07T19:16:43+05:30,443,631,621,0,318,630,316,,,419.3333333,0
2023-05-07T19:17:15+05:30,444,0,0,0,0,0,0,,,0,0
2023-05-07T19:17:38+05:30,445,576,464,0,295,568,289,,,365.3333333,0
2023-05-07T19:18:01+05:30,446,595,508,0,301,586,289,,,379.8333333,0
2023-05-07T19:18:17+05:30,447,629,619,0,317,628,316,,,418.1666667,0
2023-05-07T19:19:01+05:30,448,629,601,0,315,623,309,,,412.8333333,0
2023-05-07T19:19:42+05:30,449,580,354,5,287,457,166,,,308.1666667,0
2023-05-07T19:19:58+05:30,450,438,320,5,228,394,164,,,258.1666667,0
2023-05-07T19:20:13+05:30,451,637,628,0,319,634,315,,,422.1666667,0
2023-05-07T19:20:45+05:30,452,0,0,0,0,0,0,,,0,0
2023-05-07T19:24:17+05:30,453,0,0,0,0,0,0,,,0,0
2023-05-07T19:24:36+05:30,454,0,0,0,0,0,0,,,0,0
2023-05-07T19:24:53+05:30,455,0,0,0,0,0,0,,,0,0
2023-05-07T19:25:35+05:30,456,566,217,442,504,394,329,,,408.6666667,0
2023-05-07T19:26:04+05:30,457,538,0,422,514,346,327,,,357.8333333,0
2023-05-07T19:26:21+05:30,458,606,234,518,574,453,446,,,471.8333333,0
2023-05-07T19:26:39+05:30,459,0,0,454,227,0,223,,,150.6666667,0
2023-05-07T19:26:58+05:30,460,544,455,559,563,514,543,,,529.6666667,1
2023-05-07T19:27:13+05:30,461,628,580,569,596,590,545,,,584.6666667,1
2023-05-07T19:27:50+05:30,462,0,0,0,0,0,0,,,0,0
2023-05-07T19:28:08+05:30,463,233,4,3,116,124,0,,,80,0
2023-05-07T19:28:49+05:30,464,591,286,308,493,506,453,,,439.5,0
2023-05-07T19:29:05+05:30,465,577,243,0,278,253,0,,,225.1666667,0
2023-05-07T19:29:24+05:30,466,613,413,532,591,556,562,,,544.5,1
2023-05-07T19:29:51+05:30,467,582,372,525,571,504,500,,,509,1
2023-05-07T19:30:15+05:30,468,639,596,609,622,615,584,,,610.8333333,1
2023-05-07T19:30:31+05:30,469,4,5,307,156,0,154,,,104.3333333,0
2023-05-07T19:30:52+05:30,470,436,148,402,419,293,273,,,328.5,0
2023-05-07T19:31:08+05:30,471,555,5,382,498,290,238,,,328,0
2023-05-07T19:31:24+05:30,472,597,540,0,300,585,288,,,385,0
2023-05-07T19:31:40+05:30,473,309,624,632,469,467,628,,,521.5,1
2023-05-07T19:31:59+05:30,474,628,0,611,621,315,305,,,413.3333333,0
2023-05-07T19:32:38+05:30,475,4,4,5,3,0,0,,,2.666666667,0
2023-05-07T19:33:06+05:30,476,633,0,608,620,316,304,,,413.5,0
2023-05-07T19:33:22+05:30,477,502,221,334,428,383,333,,,366.8333333,0
2023-05-07T19:33:52+05:30,478,593,397,581,591,502,499,,,527.1666667,1
2023-05-07T19:34:09+05:30,479,522,389,499,493,385,263,,,425.1666667,0
2023-05-07T19:34:37+05:30,480,621,568,628,625,593,596,,,605.1666667,1
2023-05-07T19:34:53+05:30,481,640,0,568,604,320,284,,,402.6666667,0
2023-05-07T19:35:10+05:30,482,628,417,630,628,473,405,,,530.1666667,1
2023-05-07T19:35:44+05:30,483,590,486,558,576,538,522,,,545,1
2023-05-07T19:36:19+05:30,484,0,0,0,0,0,0,,,0,0
2023-05-07T19:37:12+05:30,485,4,4,4,4,0,0,,,2.666666667,0
2023-05-07T19:37:29+05:30,486,0,0,356,180,4,181,,,120.1666667,0
2023-05-07T19:38:00+05:30,487,634,599,610,622,620,613,,,616.3333333,1
2023-05-07T19:38:18+05:30,488,629,583,623,625,606,591,,,609.5,1
2023-05-07T19:38:34+05:30,489,512,4,506,499,237,237,,,332.5,0
2023-05-07T19:38:52+05:30,490,622,323,625,619,478,474,,,523.5,1
2023-05-07T19:39:10+05:30,491,639,614,547,594,626,582,,,600.3333333,1
2023-05-07T19:39:29+05:30,492,637,628,500,568,631,558,,,587,1
2023-05-07T19:39:59+05:30,493,633,617,499,568,629,563,,,584.8333333,1
2023-05-07T19:40:14+05:30,494,630,551,581,600,577,509,,,574.6666667,1
2023-05-07T19:40:33+05:30,495,519,264,52,289,370,220,,,285.6666667,0
2023-05-07T19:41:01+05:30,496,522,187,359,451,373,321,,,368.8333333,0
2023-05-07T19:41:17+05:30,497,621,504,637,628,557,555,,,583.6666667,1
2023-05-07T19:41:53+05:30,498,640,0,524,585,437,413,,,433.1666667,0
2023-05-07T19:42:09+05:30,499,620,535,525,569,596,534,,,563.1666667,1
2023-05-07T19:43:38+05:30,500,0,0,0,4,4,4,,,2,0
2023-05-07T19:44:46+05:30,501,0,0,0,0,0,0,,,0,0
2023-05-07T19:45:22+05:30,502,0,0,0,4,4,4,,,2,0
2023-05-07T19:45:38+05:30,503,0,0,0,0,0,0,,,0,0
2023-05-07T19:48:07+05:30,504,4,4,5,0,0,0,,,2.166666667,0
2023-05-07T19:52:04+05:30,505,4,4,5,4,4,4,,,4.166666667,0
2023-05-07T19:52:58+05:30,506,0,0,0,0,0,0,,,0,0
2023-05-07T19:53:14+05:30,507,0,0,0,0,0,0,,,0,0
2023-05-07T19:54:14+05:30,508,0,0,0,0,0,0,,,0,0
2023-05-07T19:54:57+05:30,509,0,0,0,0,0,0,,,0,0
2023-05-07T19:58:31+05:30,510,0,0,0,2,0,0,,,0.333333333,0
2023-05-07T20:02:21+05:30,511,0,0,0,0,8,0,,,1.333333333,0
2023-05-07T20:02:37+05:30,512,0,0,0,0,0,0,,,0,0
2023-05-07T20:04:29+05:30,513,0,0,0,0,0,0,,,0,0
2023-05-07T20:05:41+05:30,514,0,0,0,0,8,8,,,2.666666667,0
2023-05-07T20:05:57+05:30,515,0,0,0,0,0,0,,,0,0
2023-05-07T20:07:39+05:30,516,0,0,0,0,0,0,,,0,0
2023-05-07T20:08:07+05:30,517,0,0,0,0,0,0,,,0,0
2023-05-07T20:09:15+05:30,518,0,0,0,0,0,0,,,0,0
2023-05-07T20:10:26+05:30,519,0,0,0,0,0,0,,,0,0
2023-05-07T20:12:10+05:30,520,0,0,0,0,0,0,,,0,0
2023-05-07T20:14:50+05:30,521,0,0,0,0,0,0,,,0,0
2023-05-07T20:15:33+05:30,522,0,0,0,0,0,0,,,0,0
2023-05-07T20:18:27+05:30,523,0,0,0,0,0,0,,,0,0
2023-05-07T20:20:06+05:30,524,0,0,0,0,0,0,,,0,0
2023-05-07T20:20:22+05:30,525,0,0,0,0,0,0,,,0,0
2023-05-07T20:20:58+05:30,526,0,0,0,0,0,0,,,0,0
2023-05-07T20:22:30+05:30,527,0,0,0,0,0,0,,,0,0
2023-05-07T20:23:43+05:30,528,0,1,0,0,0,0,,,0.166666667,0
2023-05-07T20:24:15+05:30,529,0,0,0,0,0,0,,,0,0
2023-05-07T20:27:23+05:30,530,0,0,0,0,0,0,,,0,0
2023-05-07T20:31:07+05:30,531,0,0,0,0,0,0,,,0,0
2023-05-07T20:32:02+05:30,532,0,0,0,0,0,0,,,0,0
2023-05-07T20:33:34+05:30,533,0,0,0,0,0,0,,,0,0
2023-05-07T20:34:14+05:30,534,0,0,0,0,0,0,,,0,0
2023-05-07T20:35:43+05:30,535,0,0,0,0,0,0,,,0,0
2023-05-07T20:38:51+05:30,536,0,1,0,0,0,0,,,0.166666667,0
2023-05-09T19:48:20+05:30,537,0,0,0,0,0,0,,,0,0
2023-05-09T19:49:07+05:30,538,8,8,9,0,0,0,,,4.166666667,0
2023-05-09T19:51:09+05:30,539,0,0,0,0,0,0,,,0,0
2023-05-09T19:51:28+05:30,540,9,8,9,9,0,0,,,5.833333333,0
2023-05-09T19:51:44+05:30,541,0,0,0,0,0,0,,,0,0
2023-05-09T19:55:45+05:30,542,0,0,0,0,0,0,,,0,0
2023-05-09T19:56:01+05:30,543,1,1,1,1,1,1,,,1,0
2023-05-09T19:56:17+05:30,544,0,1,1,1,1,1,,,0.833333333,0
2023-05-10T17:46:13+05:30,545,9,5,5,6,5,6,,,6,0
2023-05-10T17:49:48+05:30,546,0,387,367,166,182,288,,,231.6666667,0
2023-05-10T18:16:02+05:30,547,10,11,9,10,10,9,,,9.833333333,0
2023-05-10T18:16:18+05:30,548,9,9,9,10,0,0,,,6.166666667,0
2023-05-10T18:17:16+05:30,549,498,4,354,427,275,155,,,285.5,0
